family_id	provenance_json
0bb667726ef87d1472b2594c925454770ba66ccb92f0441a7adb289e01942dcf	{"symbol":"_RNvMNtCs3ffjLCRwtey_2v87contextNtNtB4_4data7Context13get_annex_mut","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
0bbfd0605ddf0deabeeac3e505dc5cb181269c21ede78acbc624d7e1af9f938a	{"symbol":"_RINvCs3JBA3HkGT3V_9host_play11run_with_ioNCNvMNtCsh45fz8A1of3_3tui3binNtBI_10TuiSession10start_play0NCBF_s_0EBK_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
0c475cbe389e124d9a800c81cf078652403f14f8e51a6b8c9f6e678ddf5b7ec5	{"symbol":"v8::internal::maglev::MaglevConcurrentDispatcher::MaglevConcurrentDispatcher(v8::internal::Isolate*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
0d19a670d841b93b363b568dcfeb104b56588ba048699ceab44a16f8e645ca83	{"symbol":"_RINvMs6_NtCs1lJFy7o6pGX_9hashbrown3rawINtB6_8RawTableTTNtNtCscHgRw1M2fX5_5alloc6string6StringtEINtNtBV_4sync3ArcNtNtNtCseoayFEFQqjH_6client2io8ondemand11OnDemandHubEEE14reserve_rehashNCINvNtB8_3map11make_hasherBQ_B1v_NtNtNtCs6ZjlLoI6YmX_3std4hash6random11RandomStateE0EB1S_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
0d626ce5fb17adfbd4bacd087f456be8758c78050c4f24d4835a3059bd188a1f	{"symbol":"v8::platform::DefaultForegroundTaskRunner::DelayedEntry* std::__Cr::vector<v8::platform::DefaultForegroundTaskRunner::DelayedEntry, std::__Cr::allocator<v8::platform::DefaultForegroundTaskRunner::DelayedEntry> >::__emplace_back_slow_path<v8::platform::DefaultForegroundTaskRunner::DelayedEntry>(v8::platform::DefaultForegroundTaskRunner::DelayedEntry&&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
0ed5a796d692d50ed60a407c3d760cf465eb2eb488dba97923dd2c11ed2c0f3f	{"symbol":"std::__Cr::unique_ptr<v8::internal::StringForwardingTable::BlockVector, std::__Cr::default_delete<v8::internal::StringForwardingTable::BlockVector> >& std::__Cr::vector<std::__Cr::unique_ptr<v8::internal::StringForwardingTable::BlockVector, std::__Cr::default_delete<v8::internal::StringForwardingTable::BlockVector> >, std::__Cr::allocator<std::__Cr::unique_ptr<v8::internal::StringForwardingTable::BlockVector, std::__Cr::default_delete<v8::internal::StringForwardingTable::BlockVector> > > >::emplace_back<std::__Cr::unique_ptr<v8::internal::StringForwardingTable::BlockVector, std::__Cr::default_delete<v8::internal::StringForwardingTable::BlockVector> > >(std::__Cr::unique_ptr<v8::internal::StringForwardingTable::BlockVector, std::__Cr::default_delete<v8::internal::StringForwardingTable::BlockVector> >&&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
0fe975834c10f6f9ffeeca26f9efc2eb24ec06cd5ed329c70f77ea25e12016e7	{"symbol":"v8::internal::MicrotaskQueue::CallEnqueueMicrotask(v8::internal::Isolate*, long, unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
10667dfeab1ab58eace57cc9a1e2e10c1bed2420b6ada224760d7a55b7eb1ec6	{"symbol":"_RNvNtNtNtCsjSTgzKTFx8E_5tokio7runtime8blocking8shutdown7channel","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
11380106c9f42261f49a8660107ff53dcc9f857f21ecf5763f293a78adc4c78c	{"symbol":"_RNvXs_NtNtCscHgRw1M2fX5_5alloc3vec21spec_from_iter_nestedINtB6_3VecNtNtCs50mG4W4lMfe_8scenario8evidence7ChatRowEINtB4_18SpecFromIterNestedB13_INtNtNtNtCsc36rpYXAlPq_4core4iter8adapters3map3MapINtNtNtB2p_5slice4iter4IterNtNtCsjCVkXGB5m1G_3api8snapshot12ChatLineViewENCNvMB15_NtB15_8Evidence8terminals1_0EE9from_iterB17_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
117e203615b17dcfb33442b3d53f06f2c3fc7c0cba6870029c8acce67f6e59f1	{"symbol":"std::__Cr::basic_string<char, std::__Cr::char_traits<char>, std::__Cr::allocator<char> >::__init_copy_ctor_external(char const*, unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
121961b5fac83903704be8f12a7b7d12cfb9a2b8895e04078ad873fe052aeb69	{"symbol":"_RNvXs_NtNtCseoayFEFQqjH_6client6dash3d5storeNtB4_11SharedModelNtNtNtB8_10datastruct8linkable13LinkableTrait8sentinel","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
122f4b86b35bb72bae9022c349c9a6be51d4e87aad6cc6e2d1176ac7325f0686	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client4core5worldNtB2_5World10set_sprite.llvm.15819653318954751376","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1234ee14c150078f67da48b4057b6fe330613242856c5cfb2c4c2d8089a0ed23	{"symbol":"v8::base::Thread::Thread(v8::base::Thread::Options const&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
127a7572eaec280adc763914c0169bbc615ec87768b27b1d64e4b88527965fb0	{"symbol":"_RINvMs6_NtCs1lJFy7o6pGX_9hashbrown3rawINtB6_8RawTableTlNtNtCsaibypAdu8fX_4host11login_queue8UidStateEE14reserve_rehashNCINvNtB8_3map11make_hasherlBR_NtNtNtCs6ZjlLoI6YmX_3std4hash6random11RandomStateE0EBV_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
12c33b8423f0d4c442e01ed337d7405255ff85dd3180917a2d1baf18f5954844	{"symbol":"v8::internal::AllocAtLeastWithRetry(unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
14c34d83827dfc38c7f0204ab94a250136b25dfcab7902d4dbcfc1bf9f39685d	{"symbol":"v8::internal::baseline::BaselineBatchCompiler::BaselineBatchCompiler(v8::internal::Isolate*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
162da317b326b72422e3c27284879c734765d45a012a7cbc17cb253657df3199	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client6client6clientNtB2_6Client22maininit_with_progress","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
19068f6c963fe178f2b4c0c6758aa42933b8303661e010183c4512e86b90a955	{"symbol":"_RNvXs_NtNtCscHgRw1M2fX5_5alloc3vec21spec_from_iter_nestedINtB6_3VecTNtNtB8_6string6StringlEEINtB4_18SpecFromIterNestedB13_INtNtNtNtCsc36rpYXAlPq_4core4iter8adapters3map3MapINtNtNtB25_5slice4iter4IterNtNtCsjCVkXGB5m1G_3api8snapshot8ItemViewENCNvMNtCsh45fz8A1of3_3tui3binNtB3V_10TuiSession4pumps2_0EE9from_iterB3X_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1942fbac2862122b389c0331272cc3bea5f0e29c1cec1a52d5ecbfa08a7fb254	{"symbol":"v8::internal::MutablePageMetadata::AllocateSlotSet(v8::internal::RememberedSetType)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
198b7e9b8c3d2a1552f6df7581acc9f690334215ec535bd5dbed86108ed65ae9	{"symbol":"void v8::internal::RememberedSet<(v8::internal::RememberedSetType)0>::Insert<(v8::internal::AccessMode)0>(v8::internal::MutablePageMetadata*, unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1a15b2427143050134127ddb41b696681591c99059b4e61dde411b66deb567fa	{"symbol":"cppgc::internal::Sweeper::SweeperImpl::Start(cppgc::internal::SweepingConfig)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1a862f2fce5b3dba6dc981a90a808787b89171a4f426b49a5cde3fc695b012de	{"symbol":"_RNvMCs48pER9i7TM2_3urlNtB2_12ParseOptions5parse","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1abc8a2c2e2aded08dca4dffad153d69662f8378056f54fec34f15749d4568eb	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client4core5worldNtB2_5World9push_down","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1b1340a6c67023584ca7df013833bc2fc5ba7e080ef2a4d3e707a2f30f58aeda	{"symbol":"v8::internal::StringForwardingTable::InitializeBlockVector()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1b41b4c90cd11a8fc95d510ffe45d155da782c76593f8725424caa71f1a178a5	{"symbol":"v8::internal::ExternalEntityTable<v8::internal::JSDispatchEntry, 268435456ul>::TryExtend(v8::internal::ExternalEntityTable<v8::internal::JSDispatchEntry, 268435456ul>::Space*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1b4c7cb9a85aaaf2eaea3cf5d2f250f1a79bf25f0430697207f2d3290e5c6b67	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client4core5worldNtB2_5World8set_wall","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1b935d15ca250382322900031b7302de234c2556b0a58eee9ed96c093c5f62bc	{"symbol":"v8::internal::Isolate::GenerateIdentityHash(unsigned int)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1bce5e0c03b5ad8f5278a3c0a9ef1db3b460f6b5d9ce25785bfba5fe24bb1b6e	{"symbol":"_RNvNtCs8BNLh0y6PrD_6script10isolate_fb9entity_fp","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1bea549fc6216c922f99d84e1d765fbfe6d17dd5477dec7429e3c66977698742	{"symbol":"_RNvMs1_NtNtCseoayFEFQqjH_6client2io8ondemandNtB5_8OnDemand14model_provider","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1cf38f7c321e569f315735dbfdae2352f2e0d035a11bbde115a6a43d2396a580	{"symbol":"_RINvNtNtCs6ZjlLoI6YmX_3std3sys9backtrace28___rust_begin_short_backtraceNCNvCs3JBA3HkGT3V_9host_play17spawn_slot_thread0uEB1b_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1d3923df2783355a3149d0b47329c52ea2feebdde53b5b480496a788bdcd3449	{"symbol":"_RINvMNtCs5bJpdm632qa_9deno_core12gotham_stateNtB3_11GothamState3putINtNtCscHgRw1M2fX5_5alloc4sync3ArcNtCs9EZ4vV1q2zX_13deno_features14FeatureCheckerEECs46fkt1xHg5P_11rustyscript","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1d4d06a18443dd793bba7d2c0c6e7168efc4e08b84087c95d11dd110f7c6860c	{"symbol":"_RNvMs0_NtNtCseoayFEFQqjH_6client6dash3d5modelNtB5_5Model6unpack","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1d61dbef9f7a9717bb2cb7251a8477f81c58459792cb31a123dfd15b317327f4	{"symbol":"_RNvMs_NtNtCseoayFEFQqjH_6client6config8npc_typeNtB4_7NpcType6unpack","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1d8a838ddf6867dd55126c94d7395ab569cf0f4493a82e45fd0eaa1c51f82755	{"symbol":"_RNCINvMs0_NtNtCs6ZjlLoI6YmX_3std4sync4onceNtB8_4Once15call_once_forceNCINvMNtBa_9once_lockINtB1b_8OnceLockAINtNtCscHgRw1M2fX5_5alloc3vec3VeclEj5_E10initializeNCINvB1a_11get_or_initNCNvNtNtCseoayFEFQqjH_6client6dash3d13client_player7recol1d0E0zE0E0B30_.llvm.15438048753611690243","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1e057357226e99c9207ec3245e576e826cefc2268525713fb79ee1d2a0cf9c9b	{"symbol":"_RNvMs5_NtCscHgRw1M2fX5_5alloc7raw_vecNtB5_11RawVecInner11finish_growCskOvmL1T6bWu_15ratatui_widgets.llvm.13331422471757135506","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
1ee0c53f4c4a41a7428af09047e7c578bb79fcd5eeb943a902dd641d10c3fb5d	{"symbol":"_RNvNtNtCs5bJpdm632qa_9deno_core7runtime8bindings19externalize_sources","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
21c9fcc844ff712852497a991ea3f9b0a9b96fee79a444f7fcb3a4c6be42d7f2	{"symbol":"_RINvXNtNtCscHgRw1M2fX5_5alloc3vec14spec_from_elemINtB5_3VecIBM_hEENtB3_12SpecFromElem9from_elemNtNtB7_5alloc6GlobalECseoayFEFQqjH_6client","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
2479af13e325f5aade90dce50abeb954c4ba9731d794a14ba1b0dcb60251613f	{"symbol":"v8::internal::ThreadIsolation::Initialize(v8::ThreadIsolatedAllocator*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
2490d5fc35fee5eed8c794ab2ecb883b1f78074542e897e0be5410c635dce2f3	{"symbol":"v8::internal::PageMetadata::AllocateFreeListCategories()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
24ab923e26e62b9346f79fd5a158e62c6c8b9a73a6d0c56c5430266d5d5c7030	{"symbol":"_uhash_create(int (*)(UElement), signed char (*)(UElement, UElement), signed char (*)(UElement, UElement), int, UErrorCode*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
2531a2fff913b85888939864a7db5594d79e39d255946740007346e5cbe3dac4	{"symbol":"void std::__Cr::vector<v8::internal::ReadOnlyPageMetadata*, std::__Cr::allocator<v8::internal::ReadOnlyPageMetadata*> >::__assign_with_size<v8::internal::ReadOnlyPageMetadata**, v8::internal::ReadOnlyPageMetadata**>(v8::internal::ReadOnlyPageMetadata**, v8::internal::ReadOnlyPageMetadata**, long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
255fa18ad4649c9991f6316ad14a3bf10646e14518210fba5ebd912eec1f97b8	{"symbol":"_RINvMs6_NtCs1lJFy7o6pGX_9hashbrown3rawINtB6_8RawTableTNtNtCscHgRw1M2fX5_5alloc6string6StringINtNtNtBU_11collections9vec_deque8VecDequeBQ_EEE14reserve_rehashNCINvNtB8_3map11make_hasherBQ_B1s_NtNtNtCs6ZjlLoI6YmX_3std4hash6random11RandomStateE0ECs3JBA3HkGT3V_9host_play","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
265c5f756961b203b2872a6afdd9130aa0e18c76b13e75610e889657857658ec	{"symbol":"_ZNSt4__Cr15allocate_sharedIN2v88platform15DefaultJobStateENS_9allocatorIS3_EEJRPNS1_8PlatformENS_10unique_ptrINS1_7JobTaskENS_14default_deleteISA_EEEERNS1_12TaskPriorityERmETnNS_9enable_ifIXntsr8is_arrayIT_EE5valueEiE4typeELi0EEENS_10shared_ptrISI_EERKT0_DpOT1_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
268f7bdf5b2adcdad40216436e81d1d98b856a0cac65cbcb37464faf2346fa85	{"symbol":"_RNvMs5_NtCscHgRw1M2fX5_5alloc7raw_vecNtB5_11RawVecInner11finish_growB7_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
26f92126a5ac14b1002854df2b7d2850a0d613c8069fd060f09f421a7fb493aa	{"symbol":"_RNvNtCs8BNLh0y6PrD_6script10isolate_fb12decode_paint","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
27f26f6476ccc61a4282dd55be700d53e4bfd6cfbb2ffa44f43920c91a3a589c	{"symbol":"_RNvMNtNtCsjSTgzKTFx8E_5tokio7runtime7builderNtB2_7Builder39build_current_thread_runtime_components.llvm.18284464411356100596","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
2941ec1d66ce3b6db61f0aceaebdc5cdc38b6a7ccc69e79ecad03133360236de	{"symbol":"v8::internal::OptimizingCompileTaskExecutor::EnsureInitialized()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
